Date,Price,Open,High,Low,Vol.,Change %
04/23/2023,4169.48,4132.07,4170.06,4049.35,,0.87%
04/16/2023,4133.52,4137.17,4169.48,4113.86,,-0.10%
04/09/2023,4137.64,4085.2,4163.19,4072.55,,0.79%
04/02/2023,4105.02,4102.2,4133.13,4069.84,,-0.10%
03/26/2023,4109.31,3982.93,4110.75,3951.53,,3.48%
03/19/2023,3970.99,3917.47,4039.49,3909.16,,1.39%
03/12/2023,3916.64,3835.12,3964.46,3808.86,,1.43%
03/05/2023,3861.59,4055.15,4078.49,3846.32,,-4.55%
02/26/2023,4045.64,3992.36,4048.29,3928.16,,1.90%
02/19/2023,3970.04,4052.35,4052.35,3943.08,,-2.67%
02/12/2023,4079.09,4096.62,4159.77,4047.95,,-0.28%
02/05/2023,4090.46,4119.57,4176.54,4060.79,,-1.11%
01/29/2023,4136.48,4049.27,4195.44,4015.55,,1.62%
01/15/2023,3972.61,3999.28,4015.39,3885.54,,-0.66%
01/08/2023,3999.09,3910.82,4003.95,3877.29,,2.67%
01/01/2023,3895.08,3853.29,3906.19,3794.33,,1.45%
12/25/2022,3839.5,3843.34,3858.19,3780.78,,-0.14%
12/18/2022,3844.82,3853.79,3889.82,3764.49,,-0.20%
12/11/2022,3852.36,3939.29,4100.96,3827.91,,-2.08%
12/04/2022,3934.38,4052.02,4052.45,3918.39,,-3.37%
11/27/2022,4071.7,4005.36,4100.51,3937.65,,1.13%
11/20/2022,4026.12,3956.23,4034.02,3933.34,,1.53%
11/13/2022,3965.34,3977.97,4028.84,3906.54,,-0.69%
11/06/2022,3992.93,3780.71,4001.48,3744.22,,5.90%
10/30/2022,3770.55,3881.85,3911.79,3698.15,,-3.35%
10/23/2022,3901.06,3762.01,3905.42,3741.65,,3.95%
10/16/2022,3752.75,3638.65,3762.79,3638.65,,4.74%
10/09/2022,3583.07,3647.51,3712,3491.58,,-1.55%
09/25/2022,3585.62,3682.72,3736.74,3584.13,,-2.91%
09/18/2022,3693.23,3849.91,3907.07,3647.47,,-4.65%
09/11/2022,3873.33,4083.67,4119.28,3837.08,,-4.77%
09/04/2022,4067.36,3930.89,4076.81,3886.75,,3.65%
08/28/2022,3924.26,4034.58,4062.99,3903.65,,-3.29%
08/21/2022,4057.66,4195.08,4203.04,4057.66,,-4.04%
08/14/2022,4228.48,4269.37,4325.28,4218.7,,-1.21%
08/07/2022,4280.15,4155.93,4280.47,4112.09,,3.26%
07/31/2022,4145.19,4112.38,4167.66,4079.81,,0.36%
07/24/2022,4130.29,3965.72,4140.15,3910.74,,4.26%
07/17/2022,3961.63,3883.79,4012.44,3818.63,,2.55%
07/10/2022,3863.16,3880.94,3880.94,3721.56,,-0.93%
07/03/2022,3899.38,3792.61,3918.5,3742.06,,1.94%
06/26/2022,3825.33,3920.76,3945.86,3738.67,,-2.21%
06/19/2022,3911.74,3715.31,3913.65,3715.31,,6.45%
06/12/2022,3674.84,3838.15,3838.15,3636.87,,-5.79%
06/05/2022,3900.86,4134.72,4168.78,3900.16,,-5.05%
05/29/2022,4108.54,4151.09,4177.51,4073.85,,-1.20%
05/22/2022,4158.24,3919.42,4158.49,3875.13,,6.58%
05/15/2022,3901.36,4013.02,4090.72,3810.32,,-3.05%
05/08/2022,4023.89,4081.27,4081.27,3858.87,,-2.41%
05/01/2022,4123.34,4130.61,4307.66,4062.51,,-0.21%
04/24/2022,4131.93,4255.34,4308.45,4124.28,,-3.27%
04/17/2022,4271.78,4385.63,4512.94,4267.62,,-2.75%
04/10/2022,4392.59,4462.64,4471,4381.34,,-2.13%
04/03/2022,4488.28,4547.97,4593.45,4450.04,,-1.27%
03/27/2022,4545.86,4541.09,4637.3,4507.57,,0.06%
03/20/2022,4543.06,4462.4,4546.03,4424.3,,1.79%
03/13/2022,4463.12,4202.75,4465.4,4161.72,,6.16%
03/06/2022,4204.31,4327.01,4327.01,4157.87,,-2.88%
02/27/2022,4328.87,4354.17,4416.78,4279.54,,-1.27%
02/20/2022,4384.65,4332.74,4385.34,4114.65,,0.82%
02/13/2022,4348.87,4412.61,4489.55,4327.22,,-1.58%
02/06/2022,4418.64,4505.75,4590.03,4401.41,,-1.82%
01/23/2022,4431.85,4356.32,4453.23,4222.62,,0.77%
01/16/2022,4397.94,4632.24,4632.24,4395.34,,-5.68%
01/09/2022,4662.85,4655.34,4748.83,4582.24,,-0.30%
01/02/2022,4677.03,4778.14,4818.62,4662.74,,-1.87%
12/26/2021,4766.18,4733.99,4808.93,4733.99,,0.85%
12/19/2021,4725.79,4587.9,4740.74,4531.1,,2.28%
12/12/2021,4620.64,4710.3,4731.99,4600.22,,-1.94%
12/05/2021,4712.02,4548.37,4713.57,4540.51,,3.82%
11/28/2021,4538.43,4628.75,4672.95,4495.12,,-1.22%
11/21/2021,4594.62,4712,4743.83,4585.43,,-2.20%
11/14/2021,4697.96,4689.3,4717.75,4672.78,,0.32%
11/07/2021,4682.85,4701.48,4714.92,4630.86,,-0.31%
10/31/2021,4697.53,4610.62,4718.5,4595.06,,2.00%
10/24/2021,4605.38,4553.69,4608.08,4537.36,,1.33%
10/17/2021,4544.9,4463.72,4559.67,4447.47,,1.64%
10/10/2021,4471.37,4385.44,4475.82,4329.92,,1.82%
10/03/2021,4391.34,4348.84,4429.97,4278.94,,0.79%
09/26/2021,4357.04,4442.12,4457.3,4288.52,,-2.21%
09/19/2021,4455.48,4402.95,4465.4,4305.91,,0.51%
09/12/2021,4432.99,4474.81,4492.99,4427.76,,-0.57%
09/05/2021,4458.58,4535.38,4535.38,4457.66,,-1.69%
08/29/2021,4535.43,4513.76,4545.85,4513.76,,0.58%
08/22/2021,4509.37,4450.29,4513.33,4450.29,,1.52%
08/15/2021,4441.67,4461.65,4480.26,4367.73,,-0.59%
08/08/2021,4468,4437.77,4468.37,4424.74,,0.71%
08/01/2021,4436.52,4406.86,4440.82,4373,,0.94%
07/25/2021,4395.26,4409.58,4429.97,4372.51,,-0.37%
07/18/2021,4411.79,4296.4,4415.18,4233.13,,1.96%
07/11/2021,4327.16,4372.41,4393.68,4322.53,,-0.97%
07/04/2021,4369.55,4356.46,4371.6,4289.37,,0.40%
06/27/2021,4352.34,4284.9,4355.43,4274.67,,1.67%
06/20/2021,4280.7,4173.4,4286.12,4173.4,,2.74%
06/13/2021,4166.45,4248.31,4257.16,4164.4,,-1.91%
06/06/2021,4247.44,4229.34,4249.74,4208.41,,0.41%
05/30/2021,4229.89,4216.52,4234.12,4167.93,,0.61%
05/23/2021,4204.11,4170.16,4218.36,4170.16,,1.16%
05/16/2021,4155.86,4169.92,4188.72,4061.41,,-0.43%
05/09/2021,4173.85,4228.29,4236.39,4056.88,,-1.39%
05/02/2021,4232.6,4191.98,4238.04,4128.59,,1.23%
04/25/2021,4181.17,4185.03,4218.78,4174.85,,0.02%
04/18/2021,4180.17,4179.8,4194.17,4118.38,,-0.13%
04/11/2021,4185.47,4124.71,4191.31,4114.82,,1.37%
04/04/2021,4128.8,4034.44,4129.48,4034.44,,2.71%
03/28/2021,4019.87,3969.31,4020.63,3943.25,,1.14%
03/21/2021,3974.54,3916.48,3978.19,3853.5,,1.57%
03/14/2021,3913.1,3942.96,3983.87,3886.75,,-0.77%
03/07/2021,3943.34,3844.39,3960.27,3819.25,,2.64%
02/28/2021,3841.94,3842.51,3914.5,3723.34,,0.81%
02/21/2021,3811.15,3885.55,3928.65,3789.54,,-2.45%
02/14/2021,3906.71,3939.61,3950.43,3885.03,,-0.71%
02/07/2021,3934.83,3892.59,3937.23,3884.94,,1.23%
01/31/2021,3886.83,3731.17,3894.56,3725.62,,4.65%
01/24/2021,3714.24,3851.68,3870.9,3694.12,,-3.31%
01/17/2021,3841.47,3781.88,3861.45,3780.37,,1.94%
01/10/2021,3768.25,3803.14,3823.6,3749.62,,-1.48%
01/03/2021,3824.68,3764.61,3826.69,3662.71,,1.83%
12/27/2020,3756.07,3723.03,3760.2,3723.03,,1.43%
12/20/2020,3703.06,3684.28,3711.24,3636.48,,-0.17%
12/13/2020,3709.41,3675.27,3726.7,3645.84,,1.25%
12/06/2020,3663.46,3694.73,3712.39,3633.4,,-0.96%
11/29/2020,3699.12,3634.18,3699.2,3594.39,,1.67%
11/22/2020,3638.35,3566.82,3644.31,3552.77,,2.27%
11/15/2020,3557.54,3600.16,3628.51,3543.84,,-0.77%
11/08/2020,3585.15,3583.04,3645.99,3511.91,,2.16%
11/01/2020,3509.44,3296.2,3529.05,3279.74,,7.32%
10/25/2020,3269.96,3441.42,3441.42,3233.94,,-5.64%
10/18/2020,3465.39,3493.66,3502.42,3415.34,,-0.53%
10/11/2020,3483.81,3500.02,3549.85,3440.89,,0.19%
10/04/2020,3477.13,3367.27,3482.34,3354.54,,3.84%
09/27/2020,3348.44,3333.9,3397.18,3323.69,,1.52%
09/20/2020,3298.46,3285.57,3323.35,3209.45,,-0.63%
09/13/2020,3319.47,3363.56,3428.92,3292.4,,-0.64%
09/06/2020,3340.97,3371.88,3425.55,3310.47,,-2.51%
08/30/2020,3426.96,3509.73,3588.11,3349.63,,-2.31%
08/23/2020,3508.01,3418.09,3509.23,3413.13,,3.26%
08/16/2020,3397.16,3380.86,3399.96,3354.69,,0.72%
08/09/2020,3372.85,3356.04,3387.89,3326.44,,0.64%
08/02/2020,3351.28,3288.26,3352.54,3284.53,,2.45%
07/26/2020,3271.12,3219.84,3272.17,3204.13,,1.73%
07/19/2020,3215.63,3224.29,3279.99,3200.05,,-0.28%
07/12/2020,3224.73,3205.08,3238.28,3127.66,,1.25%
07/05/2020,3185.04,3155.29,3186.82,3115.7,,1.76%
06/28/2020,3130.01,3018.59,3165.81,2999.74,,4.02%
06/21/2020,3009.05,3094.42,3154.9,3004.63,,-2.86%
06/14/2020,3097.74,2993.76,3155.53,2965.66,,1.86%
06/07/2020,3041.31,3199.92,3233.13,2984.47,,-4.78%
05/31/2020,3193.93,3038.78,3211.72,3031.54,,4.91%
05/24/2020,3044.31,3004.08,3068.67,2969.75,,3.01%
05/17/2020,2955.45,2913.86,2980.29,2913.86,,3.20%
05/10/2020,2863.7,2915.46,2945.82,2766.64,,-2.26%
05/03/2020,2929.8,2815.01,2932.16,2797.85,,3.50%
04/26/2020,2830.71,2854.65,2954.86,2821.61,,-0.21%
04/19/2020,2836.74,2845.62,2868.98,2727.1,,-1.32%
04/12/2020,2874.56,2782.46,2879.22,2721.17,,3.04%
04/05/2020,2789.82,2578.28,2818.57,2574.57,,12.10%
03/29/2020,2488.65,2558.98,2641.39,2447.49,,-2.08%
03/22/2020,2541.47,2290.71,2637.01,2191.86,,10.26%
03/15/2020,2304.92,2508.59,2562.98,2280.52,,-14.98%
03/08/2020,2711.02,2863.89,2882.59,2478.86,,-8.79%
03/01/2020,2972.37,2974.28,3136.72,2901.54,,0.61%
02/23/2020,2954.22,3257.61,3259.81,2855.84,,-11.49%
02/16/2020,3337.75,3369.04,3393.52,3328.45,,-1.25%
02/09/2020,3380.16,3318.28,3385.09,3317.77,,1.58%
02/02/2020,3327.71,3235.66,3347.96,3235.66,,3.17%
01/19/2020,3295.47,3321.03,3337.77,3281.53,,-1.03%
01/12/2020,3329.62,3271.13,3329.88,3268.43,,1.97%
01/05/2020,3265.35,3217.55,3282.99,3214.64,,0.94%
12/29/2019,3234.85,3240.09,3258.14,3212.03,,-0.16%
12/22/2019,3240.02,3226.05,3247.93,3220.51,,0.58%
12/15/2019,3221.22,3183.63,3225.65,3183.63,,1.65%
12/08/2019,3168.8,3141.86,3182.68,3126.09,,0.73%
12/01/2019,3145.91,3143.85,3150.6,3070.33,,0.16%
11/24/2019,3140.98,3117.44,3154.26,3117.44,,0.99%
11/17/2019,3110.29,3117.91,3127.64,3091.41,,-0.33%
11/10/2019,3120.46,3080.33,3120.46,3075.82,,0.89%
11/03/2019,3093.08,3078.96,3097.77,3065.89,,0.85%
10/27/2019,3066.91,3032.12,3066.95,3023.19,,1.47%
10/20/2019,3022.55,2996.48,3027.39,2991.21,,1.22%
10/13/2019,2986.2,2965.81,3008.29,2962.94,,0.54%
10/06/2019,2970.27,2944.23,2993.28,2892.66,,0.62%
09/29/2019,2952.01,2967.07,2992.53,2855.94,,-0.33%
09/22/2019,2961.79,2983.5,3007.98,2945.53,,-1.01%
09/15/2019,2992.07,2996.41,3021.99,2978.57,,-0.51%
09/08/2019,3007.39,2988.43,3020.74,2957.01,,0.96%
09/01/2019,2978.71,2909.01,2985.86,2891.85,,1.79%
08/25/2019,2926.46,2866.7,2940.43,2853.05,,2.79%
08/18/2019,2847.11,2913.48,2939.08,2834.97,,-1.44%
08/11/2019,2888.68,2907.07,2943.31,2825.51,,-1.03%
08/04/2019,2918.65,2898.07,2938.72,2822.12,,-0.46%
07/28/2019,2932.05,3024.47,3025.61,2914.11,,-3.10%
07/21/2019,3025.86,2981.93,3027.98,2976.65,,1.65%
07/14/2019,2976.61,3017.8,3017.8,2973.09,,-1.23%
07/07/2019,3013.77,2979.77,3013.92,2963.44,,0.78%
06/30/2019,2990.41,2971.41,2995.84,2952.22,,1.65%
06/23/2019,2941.76,2951.42,2954.92,2912.99,,-0.29%
06/16/2019,2950.46,2889.75,2964.15,2887.3,,2.20%
06/09/2019,2886.98,2885.83,2910.61,2874.68,,0.47%
06/02/2019,2873.34,2751.53,2884.97,2728.81,,4.41%
05/26/2019,2752.06,2830.03,2840.51,2750.52,,-2.62%
05/19/2019,2826.06,2841.94,2868.88,2805.49,,-1.17%
05/12/2019,2859.53,2840.19,2892.15,2801.43,,-0.76%
05/05/2019,2881.4,2908.89,2937.32,2825.39,,-2.18%
04/28/2019,2945.64,2940.58,2954.13,2900.5,,0.20%
04/21/2019,2939.88,2898.78,2939.88,2896.35,,1.20%
04/14/2019,2905.03,2908.32,2918,2891.9,,-0.08%
04/07/2019,2907.41,2888.46,2910.54,2873.33,,0.51%
03/31/2019,2892.74,2848.63,2893.24,2848.63,,2.06%
03/24/2019,2834.4,2796.01,2836.03,2785.02,,1.20%
03/17/2019,2800.71,2822.61,2860.31,2800.47,,-0.77%
03/10/2019,2822.48,2747.61,2830.73,2747.61,,2.89%
03/03/2019,2743.07,2814.37,2816.88,2722.27,,-2.16%
02/24/2019,2803.69,2804.35,2813.49,2775.13,,0.39%
02/17/2019,2792.67,2769.28,2794.2,2764.55,,0.61%
02/10/2019,2775.6,2712.4,2775.66,2703.79,,2.50%
01/27/2019,2706.53,2644.97,2716.66,2624.06,,1.57%
01/20/2019,2664.76,2657.88,2672.38,2612.86,,-0.22%
01/13/2019,2670.71,2580.31,2675.47,2570.41,,2.87%
01/06/2019,2596.26,2535.61,2597.82,2524.56,,2.54%
12/30/2018,2531.94,2498.94,2538.07,2443.96,,1.86%
12/23/2018,2485.7,2400.6,2520.3,2346.6,,2.86%
12/16/2018,2416.6,2590.8,2601.1,2408.6,,-7.05%
12/09/2018,2599.9,2630.9,2685.4,2583.2,,-1.26%
12/02/2018,2633.1,2790.5,2800.2,2621.5,,-4.60%
11/25/2018,2760.2,2650,2760.9,2650,,4.85%
11/18/2018,2632.6,2730.7,2733.2,2631.1,,-3.79%
11/11/2018,2736.3,2773.9,2776,2670.8,,-1.61%
11/04/2018,2781,2726.4,2815.2,2717.9,,2.13%
10/28/2018,2723.1,2682.7,2756.6,2603.5,,2.42%
10/21/2018,2658.7,2773.9,2778.9,2628.2,,-3.94%
10/14/2018,2767.8,2763.8,2816.9,2749,,0.03%
10/07/2018,2767.1,2877.5,2894.8,2710.5,,-4.11%
09/23/2018,2914,2921.8,2931.2,2903.3,,-0.54%
09/16/2018,2929.7,2903.8,2940.9,2886.2,,0.85%
09/09/2018,2905,2881.4,2908.3,2866.8,,1.16%
09/02/2018,2871.7,2897,2900.2,2864.1,,-1.03%
08/26/2018,2901.5,2884.7,2916.5,2884.7,,0.93%
08/19/2018,2874.7,2853.9,2876.2,2850.6,,0.86%
08/12/2018,2850.1,2835.5,2855.6,2802.5,,0.59%
08/05/2018,2833.3,2840.3,2863.4,2825.8,,-0.25%
07/29/2018,2840.3,2819,2840.4,2796.3,,0.76%
07/22/2018,2818.8,2799.2,2848,2795.1,,0.61%
07/15/2018,2801.8,2801.4,2816.8,2789.2,,0.02%
07/08/2018,2801.3,2768.5,2804.5,2768.5,,1.50%
07/01/2018,2759.8,2704.9,2764.4,2698.9,,1.52%
06/24/2018,2718.4,2742.9,2746.1,2692,,-1.32%
06/17/2018,2754.9,2765.8,2775,2743.2,,-0.89%
06/10/2018,2779.7,2780.2,2791.5,2761.7,,0.03%
06/03/2018,2779,2741.7,2779.9,2739.5,,1.62%
05/27/2018,2734.6,2705.1,2736.9,2676.8,,0.49%
05/20/2018,2721.3,2725.9,2742.2,2707.4,,0.31%
05/13/2018,2713,2733.4,2742.1,2701.9,,-0.54%
05/06/2018,2727.7,2669.4,2732.9,2655.2,,2.41%
04/29/2018,2663.4,2675.1,2682.9,2594.6,,-0.24%
04/22/2018,2669.9,2675.4,2683.6,2612.7,,-0.01%
04/15/2018,2670.1,2670.1,2717.5,2660.6,,0.52%
04/08/2018,2656.3,2617.2,2680.3,2610.8,,1.99%
04/01/2018,2604.5,2633.4,2672.1,2553.8,,-1.38%
03/25/2018,2640.9,2619.3,2674.8,2593.1,,2.03%
03/18/2018,2588.3,2741.4,2741.4,2585.9,,-5.95%
03/11/2018,2752,2790.5,2801.9,2741.5,,-1.24%
03/04/2018,2786.6,2681.1,2786.6,2675.8,,3.54%
02/25/2018,2691.2,2757.4,2789.2,2647.3,,-2.04%
02/18/2018,2747.3,2723,2747.8,2697.8,,0.55%
02/11/2018,2732.2,2636.8,2754.4,2622.4,,4.30%
02/04/2018,2619.6,2741.1,2763.4,2532.7,,-5.16%
01/28/2018,2762.1,2867.2,2870.6,2760,,-3.86%
01/21/2018,2872.9,2809.2,2872.9,2808.1,,2.23%
01/14/2018,2810.3,2799,2810.3,2768.6,,0.86%
01/07/2018,2786.2,2742.7,2787.8,2736.1,,1.57%
12/31/2017,2743.2,2683.7,2743.4,2682.4,,2.60%
12/24/2017,2673.6,2679.1,2692.1,2673.6,,-0.36%
12/17/2017,2683.3,2685.9,2695,2676.1,,0.28%
12/10/2017,2675.8,2652.2,2679.6,2651.5,,0.92%
12/03/2017,2651.5,2657.2,2665.2,2624.8,,0.35%
11/26/2017,2642.2,2602.7,2657.7,2598.9,,1.53%
11/19/2017,2602.4,2579.5,2604.2,2578.2,,0.92%
11/12/2017,2578.8,2576.5,2590.1,2557.4,,-0.14%
11/05/2017,2582.3,2587.5,2597,2566.3,,-0.21%
10/29/2017,2587.8,2577.8,2588.4,2566.2,,0.26%
10/22/2017,2581.1,2578.1,2583,2544,,0.23%
10/15/2017,2575.2,2555.6,2575.4,2547.9,,0.86%
10/08/2017,2553.2,2551.4,2557.7,2541.6,,0.15%
09/24/2017,2519.4,2499.4,2519.4,2488,,0.69%
09/17/2017,2502.2,2502.5,2508.8,2496.5,,0.08%
09/10/2017,2500.2,2474.5,2500.2,2474.5,,1.58%
09/03/2017,2461.4,2470.3,2472,2446.6,,-0.61%
08/27/2017,2476.6,2447.3,2480.4,2428.2,,1.37%
08/20/2017,2443.1,2425.5,2454.8,2417.3,,0.72%
08/13/2017,2425.6,2455,2474.9,2420.7,,-0.64%
08/06/2017,2441.3,2477.1,2490.9,2437.8,,-1.43%
07/30/2017,2476.8,2475.9,2480.4,2466.5,,0.19%
07/23/2017,2472.1,2472,2484,2459.9,,-0.02%
07/16/2017,2472.5,2459.5,2477.6,2450.3,,0.54%
07/09/2017,2459.3,2424.5,2463.5,2412.8,,1.41%
07/02/2017,2425.2,2431.4,2439.2,2407.7,,0.07%
06/25/2017,2423.4,2443.3,2450.4,2405.7,,-0.61%
06/18/2017,2438.3,2442.6,2453.8,2430.7,,0.21%
06/11/2017,2433.2,2425.9,2443.8,2418.5,,0.06%
06/04/2017,2431.8,2437.8,2446.2,2415.7,,-0.30%
05/28/2017,2439.1,2411.7,2440.2,2403.6,,0.96%
05/21/2017,2415.8,2387.2,2418.7,2386.9,,1.43%
05/14/2017,2381.7,2394,2405.8,2352.7,,-0.38%
05/07/2017,2390.9,2399.9,2403.9,2381.7,,-0.35%
04/30/2017,2399.3,2388.5,2399.3,2379.8,,0.63%
04/23/2017,2384.2,2370.3,2398.2,2369.2,,1.51%
04/16/2017,2348.7,2332.6,2361.4,2332.5,,0.85%
04/09/2017,2328.9,2357.2,2366.4,2328.9,,-1.13%
04/02/2017,2355.5,2362.3,2378.4,2344.7,,-0.30%
03/26/2017,2362.7,2329.1,2370.4,2322.2,,0.80%
03/19/2017,2344,2378.2,2381.9,2335.7,,-1.44%
03/12/2017,2378.2,2371.6,2390,2358.2,,0.24%
03/05/2017,2372.6,2375.2,2378.8,2354.5,,-0.44%
02/26/2017,2383.1,2365.2,2401,2359,,0.67%
02/19/2017,2367.3,2354.9,2368.3,2352.9,,0.68%
02/12/2017,2351.2,2321.7,2351.3,2321.4,,1.52%
02/05/2017,2316.1,2294.3,2319.2,2285.4,,0.81%
01/29/2017,2297.4,2286,2298.3,2267.2,,0.12%
01/22/2017,2294.7,2267.8,2301,2257,,1.03%
01/15/2017,2271.3,2269.1,2277,2258.4,,-0.15%
01/08/2017,2274.6,2273.6,2279.3,2254.2,,-0.11%
01/01/2017,2277,2251.6,2282.1,2245.1,,1.71%
12/25/2016,2238.8,2266.2,2273.8,2233.6,,-1.10%
12/18/2016,2263.8,2259.2,2272.6,2256.1,,0.25%
12/11/2016,2258.1,2258.8,2277.5,2248.4,,-0.06%
12/04/2016,2259.5,2200.7,2259.8,2200,,3.08%
11/27/2016,2191.9,2210.2,2214.1,2187.4,,-0.97%
11/20/2016,2213.3,2186.4,2213.3,2186.4,,1.44%
11/13/2016,2181.9,2165.6,2189.9,2156.1,,0.81%
11/06/2016,2164.4,2100.6,2182.3,2100.6,,3.80%
10/30/2016,2085.2,2129.8,2133.2,2083.8,,-1.94%
10/23/2016,2126.4,2148.5,2154.8,2119.4,,-0.69%
10/16/2016,2141.2,2132.9,2148.4,2124.4,,0.38%
10/09/2016,2133,2160.4,2169.6,2114.7,,-0.96%
09/25/2016,2168.3,2158.5,2175.3,2141.6,,0.17%
09/18/2016,2164.7,2144,2180,2135.9,,1.19%
09/11/2016,2139.2,2120.9,2163.3,2119.1,,0.54%
09/04/2016,2127.8,2181.6,2187.9,2127.8,,-2.39%
08/28/2016,2180,2170.2,2184.9,2157.1,,0.51%
08/21/2016,2169,2181.6,2193.4,2160.4,,-0.68%
08/14/2016,2183.9,2186.1,2193.8,2168.5,,-0.01%
08/07/2016,2184.1,2183.8,2188.4,2172,,0.05%
07/31/2016,2182.9,2173.2,2182.9,2147.6,,0.43%
07/24/2016,2173.6,2173.7,2177.1,2159.1,,-0.06%
07/17/2016,2175,2162,2175.6,2159,,0.62%
07/10/2016,2161.7,2131.7,2169.1,2131.7,,1.49%
07/03/2016,2129.9,2095.1,2131.7,2074,,1.28%
06/26/2016,2102.9,2031.5,2108.7,1991.7,,3.21%
06/19/2016,2037.4,2075.6,2113.3,2032.6,,-1.63%
06/12/2016,2071.2,2091.8,2098.1,2050.4,,-1.19%
06/05/2016,2096.1,2100.8,2120.6,2090,,-0.14%
05/29/2016,2099.1,2100.1,2105.3,2085.1,,0.00%
05/22/2016,2099.1,2052.2,2099.1,2047.3,,2.28%
05/15/2016,2052.3,2046.5,2071.9,2025.9,,0.28%
05/08/2016,2046.6,2057.6,2084.9,2043.1,,-0.51%
05/01/2016,2057.1,2067.2,2083.4,2039.5,,-0.40%
04/24/2016,2065.3,2089.4,2099.9,2052.3,,-1.26%
04/17/2016,2091.6,2078.8,2111.1,2073.7,,0.52%
04/10/2016,2080.7,2050.2,2087.8,2039.7,,1.62%
04/03/2016,2047.6,2073.2,2074,2033.8,,-1.22%
03/27/2016,2072.8,2037.9,2075.1,2028.3,,1.81%
03/20/2016,2035.9,2047.9,2056.6,2022.5,,-0.67%
03/13/2016,2049.6,2019.3,2052.4,2005.2,,1.35%
03/06/2016,2022.2,1996.1,2022.4,1969.2,,1.11%
02/28/2016,2000,1947.1,2009.1,1931.8,,2.67%
02/21/2016,1948,1924.4,1963,1891,,1.57%
02/14/2016,1917.8,1871.4,1930.7,1871.4,,2.84%
01/31/2016,1880,1936.9,1947.2,1872.2,,-3.10%
01/24/2016,1940.2,1906.3,1940.2,1872.7,,1.75%
01/17/2016,1906.9,1888.7,1908.8,1812.3,,1.41%
01/10/2016,1880.3,1926.1,1950.3,1857.8,,-2.17%
01/03/2016,1922,2038.2,2038.2,1918.5,,-5.96%
12/27/2015,2043.9,2057.8,2081.6,2043.6,,-0.83%
12/20/2015,2061,2010.3,2067.4,2005.9,,2.77%
12/13/2015,2005.5,2013.4,2076.7,1993.3,,-0.34%
12/06/2015,2012.4,2090.4,2090.4,2008.8,,-3.79%
11/29/2015,2091.7,2090.9,2104.3,2042.3,,0.08%
11/22/2015,2090.1,2089.4,2095.6,2070.3,,0.04%
11/15/2015,2089.2,2022.1,2097.1,2019.4,,3.27%
11/08/2015,2023,2096.6,2096.6,2022,,-3.63%
11/01/2015,2099.2,2080.8,2116.5,2080.8,,0.95%
10/25/2015,2079.4,2075.1,2094.3,2058.8,,0.20%
10/18/2015,2075.2,2031.7,2079.7,2017.2,,2.07%
10/11/2015,2033.1,2015.7,2033.5,1990.7,,0.90%
10/04/2015,2014.9,1954.3,2020.1,1954.3,,3.25%
