"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2022","3,262.05","3,183.95","3,266.20","3,172.04","146.61B","2.37%"
"08/28/2022","3,186.48","3,203.10","3,243.75","3,173.79","146.09B","-1.54%"
"08/21/2022","3,236.22","3,249.70","3,284.60","3,199.12","164.34B","-0.67%"
"08/14/2022","3,258.08","3,268.37","3,296.00","3,258.06","155.20B","-0.57%"
"08/07/2022","3,276.89","3,218.85","3,288.22","3,214.08","137.20B","1.55%"
"07/31/2022","3,227.03","3,246.62","3,264.30","3,155.19","154.68B","-0.81%"
"07/24/2022","3,253.24","3,269.71","3,305.71","3,243.03","137.52B","-0.51%"
"07/17/2022","3,269.97","3,235.09","3,308.35","3,226.23","159.86B","1.30%"
"07/10/2022","3,228.06","3,341.10","3,341.10","3,228.06","174.52B","-3.81%"
"07/03/2022","3,356.08","3,381.82","3,424.84","3,332.31","181.14B","-0.93%"
"06/26/2022","3,387.64","3,364.00","3,417.01","3,358.47","199.85B","1.13%"
"06/19/2022","3,349.75","3,315.78","3,356.71","3,262.29","197.49B","0.99%"
"06/12/2022","3,316.79","3,256.27","3,358.55","3,195.82","226.81B","0.97%"
"06/05/2022","3,284.83","3,196.96","3,286.62","3,181.65","212.10B","2.80%"
"05/29/2022","3,195.46","3,141.96","3,197.28","3,123.15","145.13B","2.08%"
"05/22/2022","3,130.24","3,150.49","3,153.13","3,069.95","184.17B","-0.52%"
"05/15/2022","3,146.57","3,100.55","3,146.57","3,042.67","169.24B","2.02%"
"05/08/2022","3,084.28","2,990.20","3,100.90","2,957.40","176.29B","2.76%"
"05/01/2022","3,001.56","3,044.85","3,082.23","2,992.72","72.63B","-1.49%"
"04/24/2022","3,047.06","3,034.27","3,048.49","2,863.65","205.76B","-1.29%"
"04/17/2022","3,086.92","3,185.94","3,207.83","3,049.36","178.33B","-3.87%"
"04/10/2022","3,211.24","3,239.85","3,240.00","3,140.90","201.27B","-1.25%"
"04/03/2022","3,251.85","3,269.43","3,290.26","3,208.35","124.61B","-0.94%"
"03/27/2022","3,282.72","3,185.17","3,287.23","3,159.83","180.47B","2.19%"
"03/20/2022","3,212.24","3,255.62","3,279.89","3,211.64","173.43B","-1.19%"
"03/13/2022","3,251.07","3,271.89","3,297.80","3,023.30","204.15B","-1.77%"
"03/06/2022","3,309.75","3,438.56","3,438.56","3,147.68","203.82B","-4.00%"
"02/27/2022","3,447.65","3,450.32","3,500.29","3,425.52","180.73B","-0.11%"
"02/20/2022","3,451.41","3,488.41","3,492.20","3,400.21","181.93B","-1.13%"
"02/13/2022","3,490.76","3,451.85","3,490.76","3,415.45","145.82B","0.80%"
"02/06/2022","3,462.95","3,407.76","3,500.15","3,390.46","175.39B","3.02%"
"01/23/2022","3,361.44","3,508.24","3,531.61","3,356.56","145.42B","-4.57%"
"01/16/2022","3,522.57","3,522.09","3,579.31","3,514.89","172.93B","0.04%"
"01/09/2022","3,521.26","3,572.74","3,602.15","3,519.32","180.54B","-1.63%"
"01/02/2022","3,579.54","3,649.15","3,651.89","3,559.88","163.68B","-1.65%"
"12/26/2021","3,639.78","3,613.05","3,642.84","3,595.50","158.81B","0.60%"
"12/19/2021","3,618.05","3,620.04","3,648.96","3,589.36","200.01B","-0.39%"
"12/12/2021","3,632.36","3,686.94","3,708.94","3,631.66","195.36B","-0.93%"
"12/05/2021","3,666.35","3,615.24","3,688.40","3,572.57","203.55B","1.63%"
"11/28/2021","3,607.43","3,528.67","3,608.47","3,526.35","174.43B","1.22%"
"11/21/2021","3,564.09","3,562.76","3,602.74","3,554.88","163.42B","0.10%"
"11/14/2021","3,560.37","3,542.90","3,561.91","3,513.11","153.06B","0.60%"
"11/07/2021","3,539.10","3,491.97","3,543.65","3,448.44","152.33B","1.36%"
"10/31/2021","3,491.57","3,530.40","3,559.05","3,477.66","178.04B","-1.57%"
"10/24/2021","3,547.34","3,574.26","3,625.02","3,502.80","174.61B","-0.98%"
"10/17/2021","3,582.60","3,571.05","3,610.96","3,539.48","172.49B","0.29%"
"10/10/2021","3,572.37","3,600.36","3,614.70","3,515.14","174.01B","-0.55%"
"10/03/2021","3,592.17","3,609.09","3,612.55","3,571.73","40.72B","0.67%"
"09/26/2021","3,568.17","3,625.96","3,640.81","3,518.05","180.31B","-1.24%"
"09/19/2021","3,613.07","3,563.21","3,670.95","3,560.50","151.46B","-0.02%"
"09/12/2021","3,613.97","3,699.25","3,723.85","3,569.27","266.10B","-2.41%"
"09/05/2021","3,703.11","3,580.14","3,722.87","3,580.14","289.59B","3.39%"
"08/29/2021","3,581.73","3,535.07","3,613.95","3,496.39","289.15B","1.69%"
"08/22/2021","3,522.16","3,436.80","3,540.39","3,436.67","222.33B","2.77%"
"08/15/2021","3,427.33","3,514.34","3,537.85","3,394.97","197.67B","-2.53%"
"08/08/2021","3,516.30","3,441.75","3,544.09","3,438.70","183.81B","1.68%"
"08/01/2021","3,458.23","3,385.69","3,486.16","3,367.64","186.76B","1.79%"
"07/25/2021","3,397.36","3,538.01","3,538.01","3,312.72","203.38B","-4.31%"
"07/18/2021","3,550.40","3,530.49","3,576.47","3,506.34","179.70B","0.31%"
"07/11/2021","3,539.30","3,545.20","3,567.48","3,514.26","186.76B","0.43%"
"07/04/2021","3,524.09","3,516.92","3,558.68","3,485.05","162.18B","0.15%"
"06/27/2021","3,518.76","3,612.25","3,614.36","3,514.34","147.93B","-2.46%"
"06/20/2021","3,607.56","3,515.50","3,614.30","3,504.01","158.07B","2.34%"
"06/13/2021","3,525.10","3,587.47","3,592.95","3,503.18","123.57B","-1.80%"
"06/06/2021","3,589.75","3,597.14","3,624.34","3,563.25","158.53B","-0.06%"
"05/30/2021","3,591.84","3,600.07","3,629.29","3,561.89","171.80B","-0.25%"
"05/23/2021","3,600.78","3,486.27","3,626.36","3,469.87","163.15B","3.28%"
"05/16/2021","3,486.56","3,490.41","3,530.51","3,479.67","148.16B","-0.11%"
"05/09/2021","3,490.38","3,423.59","3,490.64","3,384.70","169.29B","2.09%"
"05/02/2021","3,418.87","3,446.07","3,471.24","3,416.78","66.42B","-0.81%"
"04/25/2021","3,446.86","3,484.11","3,497.12","3,417.26","136.67B","-0.79%"
"04/18/2021","3,474.17","3,427.55","3,494.30","3,414.36","134.23B","1.39%"
"04/11/2021","3,426.62","3,445.97","3,456.16","3,373.09","130.60B","-0.70%"
"04/04/2021","3,450.68","3,491.63","3,495.91","3,442.14","114.24B","-0.97%"
"03/28/2021","3,484.39","3,429.63","3,487.59","3,409.89","139.12B","1.93%"
"03/21/2021","3,418.33","3,406.12","3,445.42","3,344.97","150.16B","0.40%"
"03/14/2021","3,404.66","3,441.88","3,478.14","3,389.29","155.81B","-1.40%"
"03/07/2021","3,453.08","3,524.98","3,542.30","3,328.31","177.46B","-1.40%"
"02/28/2021","3,501.99","3,531.48","3,577.62","3,456.67","175.30B","-0.20%"
"02/21/2021","3,509.08","3,707.19","3,717.27","3,500.70","194.94B","-5.06%"
"02/14/2021","3,696.17","3,721.09","3,731.69","3,634.01","70.14B","1.12%"
"02/07/2021","3,655.09","3,504.56","3,662.77","3,492.13","76.16B","4.54%"
"01/31/2021","3,496.33","3,477.17","3,544.01","3,465.77","142.84B","0.38%"
"01/24/2021","3,483.07","3,605.36","3,637.10","3,446.55","143.41B","-3.43%"
"01/17/2021","3,606.75","3,554.80","3,636.24","3,544.26","154.93B","1.13%"
"01/10/2021","3,566.38","3,571.32","3,622.35","3,516.99","174.63B","-0.10%"
"01/03/2021","3,570.11","3,474.68","3,588.06","3,457.21","190.99B","2.79%"
"12/27/2020","3,473.07","3,396.36","3,474.92","3,374.42","125.47B","2.25%"
"12/20/2020","3,396.56","3,394.39","3,423.61","3,348.35","147.59B","0.05%"
"12/13/2020","3,394.90","3,349.53","3,413.81","3,338.63","124.27B","1.43%"
"12/06/2020","3,347.19","3,446.65","3,449.58","3,325.17","128.81B","-2.83%"
"11/29/2020","3,444.58","3,418.16","3,465.73","3,386.91","156.87B","1.06%"
"11/22/2020","3,408.31","3,384.10","3,431.65","3,344.28","153.35B","0.91%"
"11/15/2020","3,377.73","3,325.62","3,380.15","3,313.65","136.53B","2.04%"
"11/08/2020","3,310.10","3,329.43","3,387.62","3,291.64","130.45B","-0.06%"
"11/01/2020","3,312.16","3,228.72","3,326.46","3,209.91","109.23B","2.72%"
"10/25/2020","3,224.53","3,258.70","3,289.77","3,219.42","90.49B","-1.63%"
"10/18/2020","3,278.00","3,351.10","3,371.09","3,276.62","89.52B","-1.75%"
"10/11/2020","3,336.36","3,287.33","3,361.83","3,286.11","104.85B","1.96%"
"10/04/2020","3,272.08","3,262.61","3,280.51","3,260.19","18.83B","1.68%"
"09/27/2020","3,218.05","3,224.98","3,244.91","3,202.34","46.08B","-0.04%"
"09/20/2020","3,219.42","3,348.90","3,350.59","3,208.03","97.12B","-3.56%"
"09/13/2020","3,338.09","3,275.92","3,338.32","3,248.50","107.12B","2.38%"
"09/06/2020","3,260.35","3,349.92","3,368.24","3,220.54","141.74B","-2.83%"
"08/30/2020","3,355.37","3,416.55","3,442.74","3,328.55","130.90B","-1.42%"
"08/23/2020","3,403.81","3,391.11","3,408.87","3,312.99","134.62B","0.68%"
"08/16/2020","3,380.68","3,373.90","3,456.72","3,352.78","184.41B","0.61%"
"08/09/2020","3,360.10","3,341.53","3,409.06","3,263.27","179.05B","0.18%"
"08/02/2020","3,354.04","3,332.18","3,392.70","3,307.71","205.48B","1.33%"
"07/26/2020","3,310.01","3,210.39","3,333.79","3,174.66","160.81B","3.54%"
"07/19/2020","3,196.77","3,243.91","3,381.98","3,184.96","200.52B","-0.54%"
"07/12/2020","3,214.13","3,379.39","3,458.79","3,181.27","244.35B","-5.00%"
"07/05/2020","3,383.32","3,187.84","3,456.97","3,187.84","306.49B","7.31%"
"06/28/2020","3,152.81","2,973.08","3,152.81","2,951.77","155.88B","5.82%"
"06/21/2020","2,979.55","2,966.90","2,983.44","2,949.85","70.63B","0.40%"
"06/14/2020","2,967.63","2,908.28","2,973.32","2,890.03","122.42B","1.64%"
"06/07/2020","2,919.74","2,941.98","2,957.12","2,872.62","111.78B","-0.38%"
"05/31/2020","2,930.80","2,871.96","2,942.76","2,871.96","121.59B","2.75%"
"05/24/2020","2,852.35","2,816.24","2,861.92","2,802.47","95.99B","1.37%"
"05/17/2020","2,813.77","2,872.52","2,900.22","2,808.02","104.64B","-1.91%"
"05/10/2020","2,868.46","2,901.57","2,914.28","2,863.37","99.40B","-0.93%"
"05/03/2020","2,895.34","2,831.63","2,903.80","2,830.65","70.34B","1.23%"
"04/26/2020","2,860.08","2,812.24","2,865.59","2,758.25","90.85B","1.84%"
"04/19/2020","2,808.53","2,840.41","2,853.64","2,802.50","114.64B","-1.06%"
"04/12/2020","2,838.49","2,784.60","2,854.96","2,774.08","103.42B","1.50%"
"04/05/2020","2,796.63","2,806.97","2,833.01","2,789.98","98.53B","1.18%"
"03/29/2020","2,763.99","2,739.72","2,780.64","2,719.90","109.43B","-0.30%"
"03/22/2020","2,772.20","2,677.59","2,805.55","2,656.50","125.48B","0.97%"
"03/15/2020","2,745.62","2,897.30","2,898.03","2,646.80","150.35B","-4.91%"
"03/08/2020","2,887.43","2,987.18","3,010.03","2,799.98","183.46B","-4.85%"
"03/01/2020","3,034.51","2,899.31","3,074.26","2,899.31","193.83B","5.35%"
"02/23/2020","2,880.30","3,027.89","3,042.18","2,878.54","203.28B","-5.24%"
"02/16/2020","3,039.67","2,924.99","3,058.90","2,924.99","165.03B","4.21%"
"02/09/2020","2,917.01","2,860.50","2,935.41","2,851.05","133.83B","1.43%"
"02/02/2020","2,875.96","2,716.70","2,876.59","2,685.27","151.56B","-3.38%"
"01/19/2020","2,976.53","3,082.11","3,096.31","2,955.35","94.19B","-3.22%"
"01/12/2020","3,075.50","3,091.49","3,127.17","3,067.25","103.66B","-0.54%"
"01/05/2020","3,092.29","3,070.91","3,107.20","3,059.13","134.09B","0.28%"
"12/29/2019","3,083.79","2,998.17","3,098.10","2,983.34","101.95B","2.62%"
"12/22/2019","3,005.04","2,999.04","3,036.11","2,960.44","97.39B","0.00%"
"12/15/2019","3,004.94","2,970.97","3,039.38","2,958.71","117.27B","1.26%"
"12/08/2019","2,967.68","2,914.46","2,969.98","2,902.79","86.02B","1.91%"
"12/01/2019","2,912.01","2,874.45","2,912.01","2,857.32","65.54B","1.39%"
"11/24/2019","2,871.98","2,885.61","2,915.04","2,858.58","72.46B","-0.46%"
"11/17/2019","2,885.29","2,889.55","2,933.99","2,873.99","67.93B","-0.21%"
"11/10/2019","2,891.34","2,949.96","2,949.96","2,891.20","68.21B","-2.46%"
"11/03/2019","2,964.18","2,964.58","3,008.31","2,962.84","79.91B","0.20%"
"10/27/2019","2,958.20","2,958.69","2,980.13","2,917.15","82.01B","0.11%"
"10/20/2019","2,954.93","2,933.90","2,958.24","2,917.69","63.72B","0.57%"
"10/13/2019","2,938.14","2,993.96","3,026.38","2,933.24","78.64B","-1.19%"
"10/06/2019","2,973.66","2,905.76","2,980.79","2,891.54","55.14B","2.36%"
"09/29/2019","2,905.19","2,927.92","2,936.48","2,905.19","11.67B","-0.92%"
"09/22/2019","2,932.17","2,998.40","3,002.90","2,920.93","82.24B","-2.47%"
"09/15/2019","3,006.45","3,041.92","3,042.93","2,970.57","95.81B","-0.82%"
"09/08/2019","3,031.24","3,023.78","3,033.47","3,004.22","91.02B","1.05%"
"09/01/2019","2,999.60","2,886.94","3,015.84","2,883.68","113.95B","3.93%"
"08/25/2019","2,886.24","2,851.02","2,919.64","2,849.24","93.37B","-0.39%"
"08/18/2019","2,897.43","2,835.52","2,902.46","2,829.85","87.16B","2.61%"
"08/11/2019","2,823.82","2,781.98","2,840.32","2,756.83","70.78B","1.77%"
"08/04/2019","2,774.75","2,854.58","2,863.69","2,733.92","85.40B","-3.25%"
"07/28/2019","2,867.84","2,943.92","2,965.63","2,851.44","74.46B","-2.60%"
"07/21/2019","2,944.54","2,925.79","2,948.33","2,879.69","75.03B","0.70%"
"07/14/2019","2,924.20","2,921.55","2,955.00","2,886.70","74.85B","-0.22%"
"07/07/2019","2,930.55","2,997.81","2,997.81","2,905.81","77.36B","-2.67%"
"06/30/2019","3,011.06","3,024.62","3,048.48","2,990.92","102.88B","1.08%"
"06/23/2019","2,978.88","3,004.29","3,012.83","2,948.99","100.55B","-0.77%"
"06/16/2019","3,001.98","2,880.42","3,010.35","2,874.31","111.04B","4.16%"
"06/09/2019","2,881.97","2,833.01","2,927.43","2,824.36","109.58B","1.92%"
"06/02/2019","2,827.80","2,901.74","2,920.83","2,822.19","76.30B","-2.45%"
"05/26/2019","2,898.70","2,851.28","2,934.98","2,833.04","102.00B","1.60%"
"05/19/2019","2,852.99","2,874.80","2,919.24","2,838.45","98.54B","-1.02%"
"05/12/2019","2,882.30","2,905.07","2,956.78","2,872.83","116.56B","-1.94%"
"05/05/2019","2,939.21","2,984.73","2,986.54","2,838.38","129.41B","-4.52%"
"04/28/2019","3,078.34","3,090.63","3,107.76","3,050.03","51.44B","-0.26%"
"04/21/2019","3,086.40","3,278.49","3,279.49","3,085.80","156.32B","-5.64%"
"04/14/2019","3,270.80","3,233.46","3,275.33","3,153.21","170.50B","2.58%"
"04/07/2019","3,188.63","3,271.27","3,288.45","3,168.04","189.16B","-1.78%"
"03/31/2019","3,246.57","3,111.66","3,254.14","3,111.66","181.29B","5.04%"
"03/24/2019","3,090.76","3,058.80","3,093.03","2,987.77","168.84B","-0.43%"
"03/17/2019","3,104.15","3,027.80","3,125.02","3,009.51","188.64B","2.73%"
"03/10/2019","3,021.75","2,969.08","3,093.39","2,963.58","210.49B","1.75%"
"03/03/2019","2,969.86","3,015.94","3,129.94","2,969.58","266.65B","-0.81%"
"02/24/2019","2,994.00","2,838.39","2,997.49","2,838.39","226.52B","6.77%"
"02/17/2019","2,804.23","2,699.82","2,804.23","2,699.82","139.46B","4.54%"
"02/10/2019","2,682.39","2,613.17","2,729.46","2,613.17","97.58B","2.45%"
"01/27/2019","2,618.23","2,615.71","2,630.32","2,559.98","70.94B","0.63%"
"01/20/2019","2,601.72","2,599.06","2,618.98","2,569.70","76.08B","0.22%"
"01/13/2019","2,596.01","2,553.33","2,598.88","2,532.43","80.76B","1.65%"
"01/06/2019","2,553.83","2,528.70","2,574.41","2,515.51","83.66B","1.55%"
"12/30/2018","2,514.87","2,497.88","2,515.32","2,440.91","40.32B","0.84%"
"12/23/2018","2,493.90","2,506.74","2,532.00","2,462.84","60.15B","-0.89%"
"12/16/2018","2,516.25","2,587.26","2,599.15","2,498.69","57.83B","-2.99%"
"12/09/2018","2,593.74","2,589.19","2,645.84","2,576.24","61.47B","-0.47%"
"12/02/2018","2,605.89","2,647.13","2,666.08","2,599.28","78.07B","0.68%"
"11/25/2018","2,588.19","2,580.84","2,617.55","2,555.32","70.04B","0.34%"
"11/18/2018","2,579.48","2,681.90","2,703.51","2,577.35","97.09B","-3.72%"
"11/11/2018","2,679.11","2,593.20","2,695.57","2,590.21","111.28B","3.09%"
"11/04/2018","2,598.87","2,665.43","2,675.68","2,598.16","84.27B","-2.90%"
"10/28/2018","2,676.48","2,593.59","2,676.48","2,521.78","90.74B","2.99%"
"10/21/2018","2,598.85","2,565.64","2,675.41","2,531.53","87.13B","1.90%"
"10/14/2018","2,550.47","2,605.91","2,611.97","2,449.20","64.07B","-2.17%"
"10/07/2018","2,606.91","2,768.21","2,771.94","2,536.67","74.70B","-7.60%"
"09/23/2018","2,821.35","2,775.07","2,827.34","2,771.16","50.98B","0.85%"
"09/16/2018","2,797.48","2,671.29","2,797.49","2,644.30","61.50B","4.32%"
"09/09/2018","2,681.64","2,698.01","2,703.43","2,647.17","50.08B","-0.76%"
"09/02/2018","2,702.30","2,716.40","2,756.61","2,683.72","52.28B","-0.84%"
"08/26/2018","2,725.25","2,736.32","2,791.39","2,710.54","56.75B","-0.15%"
"08/19/2018","2,729.43","2,673.07","2,748.82","2,653.11","51.70B","2.27%"
"08/12/2018","2,668.97","2,769.02","2,789.80","2,665.59","58.60B","-4.52%"
"08/05/2018","2,795.31","2,736.53","2,806.11","2,692.32","70.02B","2.00%"
"07/29/2018","2,740.44","2,871.94","2,897.40","2,726.48","72.13B","-4.63%"
"07/22/2018","2,873.59","2,815.20","2,915.30","2,809.62","88.56B","1.57%"
"07/15/2018","2,829.27","2,827.08","2,837.86","2,753.84","59.45B","-0.07%"
"07/08/2018","2,831.18","2,752.45","2,844.19","2,752.43","63.01B","3.06%"
"07/01/2018","2,747.23","2,841.58","2,845.68","2,691.02","66.83B","-3.52%"
"06/24/2018","2,847.42","2,903.45","2,908.62","2,782.38","62.13B","-1.47%"
"06/17/2018","2,889.76","2,982.65","2,984.97","2,837.14","65.54B","-4.37%"
"06/10/2018","3,021.90","3,057.34","3,081.45","3,008.73","60.14B","-1.48%"
"06/03/2018","3,067.15","3,083.43","3,128.72","3,053.29","61.60B","-0.26%"
"05/27/2018","3,075.14","3,136.81","3,149.66","3,041.00","68.99B","-2.11%"
"05/20/2018","3,141.30","3,206.18","3,219.74","3,131.07","71.93B","-1.63%"
"05/13/2018","3,193.30","3,167.04","3,193.45","3,144.78","63.49B","0.95%"
"05/06/2018","3,163.26","3,094.90","3,180.76","3,091.66","67.22B","2.34%"
"04/29/2018","3,091.03","3,087.41","3,105.66","3,056.16","39.29B","0.29%"
"04/22/2018","3,082.23","3,063.44","3,136.04","3,045.94","68.65B","0.35%"
"04/15/2018","3,071.54","3,152.89","3,153.11","3,041.62","77.61B","-2.77%"
"04/08/2018","3,159.05","3,125.44","3,220.85","3,110.30","75.95B","0.89%"
"04/01/2018","3,131.11","3,169.78","3,192.34","3,119.13","47.69B","-1.19%"
"03/25/2018","3,168.90","3,117.32","3,177.72","3,091.46","86.39B","0.51%"
"03/18/2018","3,152.76","3,264.93","3,314.21","3,110.66","87.22B","-3.58%"
"03/11/2018","3,269.88","3,319.21","3,333.88","3,269.28","83.09B","-1.13%"
"03/04/2018","3,307.17","3,255.87","3,309.72","3,236.72","82.71B","1.62%"
"02/25/2018","3,254.53","3,307.30","3,335.99","3,228.58","82.38B","-1.05%"
"02/18/2018","3,289.02","3,237.57","3,294.13","3,234.12","28.45B","2.81%"
"02/11/2018","3,199.16","3,128.37","3,219.22","3,113.61","40.52B","2.21%"
"02/04/2018","3,129.85","3,411.67","3,487.72","3,062.74","121.68B","-9.60%"
"01/28/2018","3,462.08","3,563.64","3,587.03","3,388.86","109.83B","-2.70%"
"01/21/2018","3,558.13","3,476.99","3,574.90","3,475.67","117.53B","2.01%"
"01/14/2018","3,487.86","3,428.95","3,498.43","3,401.96","117.21B","1.72%"
"01/07/2018","3,428.94","3,391.55","3,435.42","3,384.56","98.46B","1.10%"
"12/31/2017","3,391.75","3,314.03","3,402.07","3,314.03","83.61B","2.56%"
"12/24/2017","3,307.17","3,296.21","3,312.30","3,263.73","76.90B","0.31%"
"12/17/2017","3,297.06","3,268.03","3,309.22","3,254.18","63.98B","0.95%"
"12/10/2017","3,266.14","3,290.49","3,322.67","3,259.39","62.01B","-0.72%"
"12/03/2017","3,289.99","3,310.38","3,324.00","3,254.61","77.33B","-0.83%"
"11/26/2017","3,317.62","3,346.66","3,347.05","3,300.78","78.43B","-1.08%"
"11/19/2017","3,353.82","3,361.36","3,442.18","3,328.33","96.18B","-0.86%"
"11/12/2017","3,382.91","3,435.18","3,450.49","3,373.30","97.68B","-1.45%"
"11/05/2017","3,432.67","3,369.68","3,438.79","3,356.53","87.86B","1.81%"
"10/29/2017","3,371.74","3,413.87","3,419.73","3,347.36","88.20B","-1.32%"
"10/22/2017","3,416.81","3,382.28","3,421.10","3,374.12","74.79B","1.13%"
"10/15/2017","3,378.65","3,393.21","3,400.51","3,359.63","74.26B","-0.35%"
"10/08/2017","3,390.52","3,403.25","3,410.17","3,358.80","85.44B","1.24%"
"09/24/2017","3,348.94","3,344.59","3,357.02","3,332.60","73.96B","-0.11%"
